assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,spearman,NDCG,NMS@5,Recall@5
PROTEINGYM_HIS7_YEAST_Pokusaeva_2019|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.31339199347802554,0.9537339347177852,0.7758285039714674,0.0
PROTEINGYM_PABP_YEAST_Melamed_2013|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.45550691721452313,0.8888588372590781,0.5198410293352907,0.0
PROTEINGYM_PHOT_CHLRE_Chen_2023|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5770897089708972,0.9664804386795134,1.0,0.8
PROTEINGYM_Q6WV12_9MAXI_Somermeyer_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.3393579357935794,0.8307420707848852,0.9473752265020428,0.2
PROTEINGYM_Q8WTC7_9CNID_Somermeyer_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.1976597659765977,0.8350051988018754,0.6647904612152286,0.0
PROTEINGYM_RASK_HUMAN_Weng_2022_abundance|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5695049504950496,0.9140526395500073,0.6292374072385866,0.2
PROTEINGYM_RASK_HUMAN_Weng_2022_binding-DARPin_K55|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.4564896489648966,0.9517718038217946,0.8228100174580131,0.2
PROTEINGYM_SPG1_STRSG_Olson_2014|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.7002499802166252,0.9911428384390509,1.0,0.6
PROTEINGYM_YAP1_HUMAN_Araya_2012|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.6822682268226824,0.8406252048751306,0.5784108864294665,0.0
TARGET_DMS_TrpB_FLIP2_active_site_by_position|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.09401740174017403,0.8145663649122429,0.3465044796025958,0.0
