assay,num_ground_truth_mutants,raw_ground_truth_rows,invalid_ground_truth_score_rows,invalid_ground_truth_mutant_rows,duplicate_ground_truth_mutants_collapsed,num_predictions,num_selected,num_unique_legal_selected,num_illegal_predictions,num_duplicate_predictions,illegal_predictions_within_budget,duplicate_predictions_within_budget,spearman,NDCG,NMS@5,Recall@5
MEGASCALE_processed_dataset2_3_2M8U.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,-0.32631578947368417,0.7508637276682953,0.5011009221309051,0.0
MEGASCALE_processed_dataset2_3_2MA4.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,-0.07188970346865083,0.7876402564927727,0.5381669153822377,0.0
MEGASCALE_processed_dataset2_3_2O2W.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.28947368421052627,0.970430234956057,0.9919099896927671,0.2
MEGASCALE_processed_dataset2_3_2PFU.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8368421052631577,0.9328720082265685,1.0,0.8
MEGASCALE_processed_dataset2_3_2ROT.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.475438596491228,0.9486641498288831,1.0,0.4
MEGASCALE_processed_dataset2_3_2RRT.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.5228070175438595,0.9223109276600766,0.9946911639137631,0.6
MEGASCALE_processed_dataset2_3_2RU9.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.13684210526315788,0.8249302721475431,0.788618438220273,0.6
MEGASCALE_processed_dataset2_3_3DKM.pdb_protein_stability|T3_anchor_successor_ranking|0001,56,56,0,0,0,56,5,5,0,0,0,0,-0.10683526999316473,0.8415631867277901,0.7892433578032575,0.0
MEGASCALE_processed_dataset2_3_3L1X.pdb_protein_stability|T3_anchor_successor_ranking|0001,38,38,0,0,0,38,5,5,0,0,0,0,0.6929642192800086,0.8768937533407558,0.604682390989979,0.0
MEGASCALE_processed_dataset2_3_3ZGK.pdb_protein_stability|T3_anchor_successor_ranking|0001,19,19,0,0,0,19,5,5,0,0,0,0,0.8017543859649121,0.8943946853072382,1.0,0.8
PROTEINGYM_A4_HUMAN_Seuma_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.28747674767476755,0.8772879820897759,0.6513693375794454,0.0
PROTEINGYM_CAPSD_AAV2S_Sinai_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.7261686168616863,0.9294803795046678,0.9180140813252402,0.2
PROTEINGYM_D7PM05_CLYGR_Somermeyer_2022|T3_anchor_successor_ranking|0001,31,31,0,0,0,31,5,5,0,0,0,0,0.5837031535819135,0.9312226765030158,0.8922522452930843,0.0
PROTEINGYM_DLG4_HUMAN_Faure_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.3263126312631264,0.9431512757873345,0.8129646514151454,0.0
PROTEINGYM_GCN4_YEAST_Staller_2018|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.23001500150015006,0.8506844336877715,0.9862490674485899,0.2
PROTEINGYM_GFP_AEQVI_Sarkisyan_2016|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.7502670267026704,0.9754767337735933,0.9412411460673066,0.2
PROTEINGYM_GRB2_HUMAN_Faure_2021|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.6834203420342035,0.958247184670271,1.0,0.2
PROTEINGYM_HIS7_YEAST_Pokusaeva_2019|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.4407461261832939,0.9599108750834004,0.8409059081682211,0.2
PROTEINGYM_PABP_YEAST_Melamed_2013|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.4277240555796497,0.8938484821069306,0.5186922251773792,0.0
PROTEINGYM_PHOT_CHLRE_Chen_2023|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.7160876087608762,0.971121824859244,1.0,0.2
PROTEINGYM_Q6WV12_9MAXI_Somermeyer_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.3317731773177318,0.8549105024165791,0.7598891640857077,0.0
PROTEINGYM_Q8WTC7_9CNID_Somermeyer_2022|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.21081308130813084,0.850585701989375,0.6647904612152286,0.0
PROTEINGYM_RASK_HUMAN_Weng_2022_abundance|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.41929792979297936,0.8550629331871422,0.44892879219754805,0.0
PROTEINGYM_RASK_HUMAN_Weng_2022_binding-DARPin_K55|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.4111131113111312,0.9331051319993898,0.7632634749633824,0.2
PROTEINGYM_SPG1_STRSG_Olson_2014|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5309670862025166,0.9841501830325861,0.9867696627557787,0.4
PROTEINGYM_YAP1_HUMAN_Araya_2012|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.5870627062706272,0.778072011295761,0.33030666181792917,0.0
TARGET_DMS_TrpB_FLIP2_active_site_by_position|T3_anchor_successor_ranking|0001,100,100,0,0,0,100,5,5,0,0,0,0,0.34912691269126916,0.8452459654941392,0.7155398107524875,0.4
